paper_id,cited_dataset,title,abstract,year,url,citation_count,is_open_access,venue,fields_of_study,publication_types,journal,authors,external_ids,doi,arxiv_id,pubmed_id,exclusion_filter,exclusion_reason,evaluation_metrics
4e6304f26cd772efdcf58e9a8519ecd9531a7a0e,"CBIS-DDSM, DDSM",Mammography with deep learning for breast cancer detection,"X-ray mammography is currently considered the golden standard method for breast cancer screening, however, it has limitations in terms of sensitivity and specificity. With the rapid advancements in deep learning techniques, it is possible to customize mammography for each patient, providing more accurate information for risk assessment, prognosis, and treatment planning. This paper aims to study the recent achievements of deep learning-based mammography for breast cancer detection and classification. This review paper highlights the potential of deep learning-assisted X-ray mammography in improving the accuracy of breast cancer screening. While the potential benefits are clear, it is essential to address the challenges associated with implementing this technology in clinical settings. Future research should focus on refining deep learning algorithms, ensuring data privacy, improving model interpretability, and establishing generalizability to successfully integrate deep learning-assisted mammography into routine breast cancer screening programs. It is hoped that the research findings will assist investigators, engineers, and clinicians in developing more effective breast imaging tools that provide accurate diagnosis, sensitivity, and specificity for breast cancer.",2024.0,https://www.semanticscholar.org/paper/4e6304f26cd772efdcf58e9a8519ecd9531a7a0e,23,True,Frontiers in Oncology,Medicine,"Review, JournalArticle","{'volume': '14', 'name': 'Frontiers in Oncology'}",Lulu Wang,"{'PubMedCentral': '10894909', 'DOI': '10.3389/fonc.2024.1281922', 'CorpusId': 267649747, 'PubMed': '38410114'}",10.3389/fonc.2024.1281922,,38410114.0,keyword,review (in abstract); study (in abstract),"accuracy, sensitivity, specificity"
9d47b73aefd79be14086ae9aae5d873d673f5c6d,"CSAW, DDSM, INbreast, OPTIMAM","Machine learning in breast cancer imaging: a review on data, models and methods","ABSTRACT Medical imaging research has experienced significant growth over the past decade, particularly in the fields of computer vision and pattern recognition. Computational approaches have been proposed to address the challenges in breast cancer detection, classification and segmentation. However, recent advancements in computational technology such as machine learning (ML) methods have dramatically changed the landscape of breast cancer imaging research. This survey aims to provide a compilation of information for future breast cancer imaging researchers by 1) comprehensively examining how various ML techniques are being used to address the main challenges in breast cancer imaging; 2) providing an in-depth discussion and review of publicly available datasets for the development and evaluation of novel breast cancer detection, classification and segmentation approaches; and 3) outlining current evaluation metrics used by breast cancer imaging researchers. The insights and findings presented in this survey will serve as a valuable resource for researchers and clinicians interested in breast cancer imaging. By providing an overview of the current state-of-the-art techniques and highlighting areas for future research, we hope to facilitate the development of more accurate and effective breast cancer imaging ML techniques, and contribute to advancing our understanding and improving the diagnosis and treatment of breast cancer.",2024.0,https://www.semanticscholar.org/paper/9d47b73aefd79be14086ae9aae5d873d673f5c6d,2,True,Comput. methods Biomech. Biomed. Eng. Imaging Vis.,Computer Science,"JournalArticle, Review","{'volume': '11', 'name': 'Computer Methods in Biomechanics and Biomedical Engineering: Imaging & Visualization'}","M. A. Grinet, A. R. Gouveia, Abel J. P. Gomes","{'DBLP': 'journals/cmbbeiv/GrinetGG24', 'DOI': '10.1080/21681163.2024.2302387', 'CorpusId': 267265102}",10.1080/21681163.2024.2302387,,,keyword,review (in title); review (in abstract); survey (in abstract),PPR
7368d7fbf3cc2d92363f231aa54283f1f150d0d0,"CBIS-DDSM, DDSM, EMBED, INbreast",Deep learning for computer-aided abnormalities classification in digital mammogram: A data-centric perspective.,"Breast cancer is the most common type of cancer in women, and early abnormality detection using mammography can significantly improve breast cancer survival rates. Diverse datasets are required to improve the training and validation of deep learning (DL) systems for autonomous breast cancer diagnosis. However, only a small number of mammography datasets are publicly available. This constraint has created challenges when comparing different DL models using the same dataset. The primary contribution of this study is the comprehensive description of a selection of currently available public mammography datasets. The information available on publicly accessible datasets is summarized and their usability reviewed to enable more effective models to be developed for breast cancer detection and to improve understanding of existing models trained using these datasets. This study aims to bridge the existing knowledge gap by offering researchers and practitioners a valuable resource to develop and assess DL models in breast cancer diagnosis.",2024.0,https://www.semanticscholar.org/paper/7368d7fbf3cc2d92363f231aa54283f1f150d0d0,2,True,Current problems in diagnostic radiology,Medicine,"Review, JournalArticle",{'name': 'Current problems in diagnostic radiology'},"Vineela Nalla, Seyedamin Pouriyeh, R. Parizi, Hari Trivedi, Quan Z. Sheng, InChan Hwang, Laleh Seyyed-Kalantari, MinJae Woo","{'DOI': '10.1067/j.cpradiol.2024.01.007', 'CorpusId': 267192895, 'PubMed': '38302303'}",10.1067/j.cpradiol.2024.01.007,,38302303.0,keyword,review (in abstract); study (in abstract),
89f464dc58f1b56c9b2fe1f91986a0c0ac07b35e,"CBIS-DDSM, CMMD, DDSM",An Enhanced LightGBM-Based Breast Cancer Detection Technique Using Mammography Images,"Breast cancer (BC) is the leading cause of mortality among women across the world. Earlier screening of BC can significantly reduce the mortality rate and assist the diagnostic process to increase the survival rate. Researchers employ deep learning (DL) techniques to detect BC using mammogram images. However, these techniques are resource-intensive, leading to implementation complexities in real-life environments. The performance of convolutional neural network (CNN) models depends on the quality of mammogram images. Thus, this study aimed to build a model to detect BC using a DL technique. Image preprocessing techniques were used to enhance image quality. The authors developed a CNN model using the EfficientNet B7 model’s weights to extract the image features. Multi-class classification of BC images was performed using the LightGBM model. The Optuna algorithm was used to fine-tune LightGBM for image classification. In addition, a quantization-aware training (QAT) strategy was followed to implement the proposed model in a resource-constrained environment. The authors generalized the proposed model using the CBIS-DDSM and CMMD datasets. Additionally, they combined these two datasets to ensure the model’s generalizability to diverse images. The experimental findings revealed that the suggested BC detection model produced a promising result. The proposed BC detection model obtained an accuracy of 99.4%, 99.9%, and 97.0%, and Kappa (K) values of 96.9%, 96.9%, and 94.1% in the CBIS-DDSM, CMMD, and combined datasets. The recommended model streamlined the BC detection process in order to achieve an exceptional outcome. It can be deployed in a real-life environment to support physicians in making effective decisions. Graph convolutional networks can be used to improve the performance of the proposed model.",2024.0,https://www.semanticscholar.org/paper/89f464dc58f1b56c9b2fe1f91986a0c0ac07b35e,6,True,Diagnostics,Medicine,JournalArticle,"{'volume': '14', 'name': 'Diagnostics'}","Abdul Rahaman Wahab Sait, Ramprasad Nagaraj","{'PubMedCentral': '10814939', 'DOI': '10.3390/diagnostics14020227', 'CorpusId': 267120918, 'PubMed': '38275474'}",10.3390/diagnostics14020227,,38275474.0,keyword,study (in abstract),"ROC, accuracy"
bd42b753b172e32c52fc6f8cc54fc2aed785eb6e,"CBIS-DDSM, CMMD, DDSM, OPTIMAM","A review of the machine learning datasets in mammography, their adherence to the FAIR principles and the outlook for the future","The increasing rates of breast cancer, particularly in emerging economies, have led to interest in scalable deep learning-based solutions that improve the accuracy and cost-effectiveness of mammographic screening. However, such tools require large volumes of high-quality training data, which can be challenging to obtain. This paper combines the experience of an AI startup with an analysis of the FAIR principles of the eight available datasets. It demonstrates that the datasets vary considerably, particularly in their interoperability, as each dataset is skewed towards a particular clinical use-case. Additionally, the mix of digital captures and scanned film compounds the problem of variability, along with differences in licensing terms, ease of access, labelling reliability, and file formats. Improving interoperability through adherence to standards such as the BIRADS criteria for labelling and annotation, and a consistent file format, could markedly improve access and use of larger amounts of standardized data. This, in turn, could be increased further by GAN-based synthetic data generation, paving the way towards better health outcomes for breast cancer.",2023.0,https://www.semanticscholar.org/paper/bd42b753b172e32c52fc6f8cc54fc2aed785eb6e,12,True,Scientific Data,Medicine,"JournalArticle, Review","{'volume': '10', 'name': 'Scientific Data'}","Joe Logan, Paul J. Kennedy, D. Catchpoole","{'PubMedCentral': '10491669', 'DOI': '10.1038/s41597-023-02430-6', 'CorpusId': 261620425, 'PubMed': '37684306'}",10.1038/s41597-023-02430-6,,37684306.0,keyword,review (in title),accuracy
149b7a26c81399be9ff3a05aea0e084313d0fc11,"CBIS-DDSM, DDSM, INbreast",A Modified LeNet CNN for Breast Cancer Diagnosis in Ultrasound Images,"Convolutional neural networks (CNNs) have been extensively utilized in medical image processing to automatically extract meaningful features and classify various medical conditions, enabling faster and more accurate diagnoses. In this paper, LeNet, a classic CNN architecture, has been successfully applied to breast cancer data analysis. It demonstrates its ability to extract discriminative features and classify malignant and benign tumors with high accuracy, thereby supporting early detection and diagnosis of breast cancer. LeNet with corrected Rectified Linear Unit (ReLU), a modification of the traditional ReLU activation function, has been found to improve the performance of LeNet in breast cancer data analysis tasks via addressing the “dying ReLU” problem and enhancing the discriminative power of the extracted features. This has led to more accurate, reliable breast cancer detection and diagnosis and improved patient outcomes. Batch normalization improves the performance and training stability of small and shallow CNN architecture like LeNet. It helps to mitigate the effects of internal covariate shift, which refers to the change in the distribution of network activations during training. This classifier will lessen the overfitting problem and reduce the running time. The designed classifier is evaluated against the benchmarking deep learning models, proving that this has produced a higher recognition rate. The accuracy of the breast image recognition rate is 89.91%. This model will achieve better performance in segmentation, feature extraction, classification, and breast cancer tumor detection.",2023.0,https://www.semanticscholar.org/paper/149b7a26c81399be9ff3a05aea0e084313d0fc11,35,True,Diagnostics,Medicine,JournalArticle,"{'volume': '13', 'name': 'Diagnostics'}","Sathiyabhama Balasubramaniam, Yuvarajan Velmurugan, D. Jaganathan, Seshathiri Dhanasekaran","{'PubMedCentral': '10486538', 'DOI': '10.3390/diagnostics13172746', 'CorpusId': 261163692, 'PubMed': '37685284'}",10.3390/diagnostics13172746,,37685284.0,keyword,ultrasound (in title); ultrasound (in title),"ROC, accuracy"
a8a765711988306a9b27582e5676a7525ce0e19b,"CBIS-DDSM, DDSM",DF-dRVFL: A novel deep feature based classifier for breast mass classification,"Amongst all types of cancer, breast cancer has become one of the most common cancers in the UK threatening millions of people’s health. Early detection of breast cancer plays a key role in timely treatment for morbidity reduction. Compared to biopsy, which takes tissues from the lesion for further analysis, image-based methods are less time-consuming and pain-free though they are hampered by lower accuracy due to high false positivity rates. Nevertheless, mammography has become a standard screening method due to its high efficiency and low cost with promising performance. Breast mass, as the most palpable symptom of breast cancer, has received wide attention from the community. As a result, the past decades have witnessed the speeding development of computer-aided systems that are aimed at providing radiologists with useful tools for breast mass analysis based on mammograms. However, the main issues of these systems include low accuracy and require enough computational power on a large scale of datasets. To solve these issues, we developed a novel breast mass classification system called DF-dRVFL. On the public dataset DDSM with more than 3500 images, our best model based on deep random vector functional link network showed promising results through five-cross validation with an averaged AUC of 0.93 and an average accuracy of \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$81.71\%$$\end{document}81.71%. Compared to sole deep learning based methods, average accuracy has increased by 0.38. Compared with the state-of-the-art methods, our method showed better performance considering the number of images for evaluation and the overall accuracy.",2023.0,https://www.semanticscholar.org/paper/a8a765711988306a9b27582e5676a7525ce0e19b,4,True,Multim. Tools Appl.,"Computer Science, Medicine",JournalArticle,"{'volume': '83', 'pages': '14393 - 14422', 'name': 'Multimedia Tools and Applications'}","Xiang Yu, Zeyu Ren, D. Guttery, Yudong Zhang","{'DBLP': 'journals/mta/YuRGZ24', 'PubMedCentral': '10817886', 'DOI': '10.1007/s11042-023-15864-2', 'CorpusId': 259852189, 'PubMed': '38283725'}",10.1007/s11042-023-15864-2,,38283725.0,keyword,biopsy (in abstract),"AUC, accuracy"
d1ff7bb63aeb8b4c48c991873a615072cfc5fd90,DDSM,BreastDM: A DCE-MRI dataset for breast tumor image segmentation and classification,,2023.0,https://www.semanticscholar.org/paper/d1ff7bb63aeb8b4c48c991873a615072cfc5fd90,32,False,Comput. Biol. Medicine,"Medicine, Computer Science",JournalArticle,"{'volume': '164', 'pages': '\n          107255\n        ', 'name': 'Computers in biology and medicine'}","Xiaoming Zhao, Yuehui Liao, Jiahao Xie, Xiaxia He, Shiqing Zhang, Guoyu Wang, Jiangxiong Fang, Hongsheng Lu, Jun Yu","{'DBLP': 'journals/cbm/ZhaoLXHZWFLY23', 'DOI': '10.1016/j.compbiomed.2023.107255', 'CorpusId': 259694674, 'PubMed': '37499296'}",10.1016/j.compbiomed.2023.107255,,37499296.0,keyword,mri (in title),
385fc49b29863b8e150b21b40368b7aaa600e382,"CBIS-DDSM, DDSM, EMBED",Impact of multi-source data augmentation on performance of convolutional neural networks for abnormality classification in mammography,"Introduction To date, most mammography-related AI models have been trained using either film or digital mammogram datasets with little overlap. We investigated whether or not combining film and digital mammography during training will help or hinder modern models designed for use on digital mammograms. Methods To this end, a total of six binary classifiers were trained for comparison. The first three classifiers were trained using images only from Emory Breast Imaging Dataset (EMBED) using ResNet50, ResNet101, and ResNet152 architectures. The next three classifiers were trained using images from EMBED, Curated Breast Imaging Subset of Digital Database for Screening Mammography (CBIS-DDSM), and Digital Database for Screening Mammography (DDSM) datasets. All six models were tested only on digital mammograms from EMBED. Results The results showed that performance degradation to the customized ResNet models was statistically significant overall when EMBED dataset was augmented with CBIS-DDSM/DDSM. While the performance degradation was observed in all racial subgroups, some races are subject to more severe performance drop as compared to other races. Discussion The degradation may potentially be due to ( 1) a mismatch in features between film-based and digital mammograms ( 2) a mismatch in pathologic and radiological information. In conclusion, use of both film and digital mammography during training may hinder modern models designed for breast cancer screening. Caution is required when combining film-based and digital mammograms or when utilizing pathologic and radiological information simultaneously.",2023.0,https://www.semanticscholar.org/paper/385fc49b29863b8e150b21b40368b7aaa600e382,1,True,Frontiers in Radiology,Medicine,JournalArticle,"{'volume': '3', 'name': 'Frontiers in Radiology'}","Inchan Hwang, H. Trivedi, Beatrice Brown-Mulry, Linglin Zhang, Vineela Nalla, A. Gastounioti, J. Gichoya, Laleh Seyyed-Kalantari, I. Banerjee, Minjae Woo","{'PubMedCentral': '10426498', 'DOI': '10.3389/fradi.2023.1181190', 'CorpusId': 259495693, 'PubMed': '37588666'}",10.3389/fradi.2023.1181190,,37588666.0,keyword,match (in abstract),
b2bce64f928206c89cb884ff08e88c4de1384c30,"BancoWeb, CBIS-DDSM, DDSM",Breast mass segmentation using mammographic data: a systematic review,,2023.0,https://www.semanticscholar.org/paper/b2bce64f928206c89cb884ff08e88c4de1384c30,0,False,Comput. methods Biomech. Biomed. Eng. Imaging Vis.,Computer Science,"JournalArticle, Review","{'volume': '11', 'pages': '2161 - 2182', 'name': 'Computer Methods in Biomechanics and Biomedical Engineering: Imaging & Visualization'}","Harmandeep Singh, V. Sharma, Damanpreet Singh","{'DBLP': 'journals/cmbbeiv/SinghSS23', 'DOI': '10.1080/21681163.2023.2219766', 'CorpusId': 259312698}",10.1080/21681163.2023.2219766,,,keyword,systematic review (in title); review (in title),
fcb2afd8744a37b45b35aac1cef16d4e1178f6e2,DDSM,Multimodal Explainable Artificial Intelligence: A Comprehensive Review of Methodological Advances and Future Research Directions,"Despite the fact that Artificial Intelligence (AI) has boosted the achievement of remarkable results across numerous data analysis tasks, however, this is typically accompanied by a significant shortcoming in the exhibited transparency and trustworthiness of the developed systems. In order to address the latter challenge, the so-called eXplainable AI (XAI) research field has emerged, which aims, among others, at estimating meaningful explanations regarding the employed model’s reasoning process. The current study focuses on systematically analyzing the recent advances in the area of Multimodal XAI (MXAI), which comprises methods that involve multiple modalities in the primary prediction and explanation tasks. In particular, the relevant AI-boosted prediction tasks and publicly available datasets used for learning/evaluating explanations in multimodal scenarios are initially described. Subsequently, a systematic and comprehensive analysis of the MXAI methods of the literature is provided, taking into account the following key criteria: a) The number of the involved modalities (in the employed AI module), b) The processing stage at which explanations are generated, and c) The type of the adopted methodology (i.e. the actual mechanism and mathematical formalization) for producing explanations. Then, a thorough analysis of the metrics used for MXAI methods’ evaluation is performed. Finally, an extensive discussion regarding the current challenges and future research directions is provided.",2023.0,https://www.semanticscholar.org/paper/fcb2afd8744a37b45b35aac1cef16d4e1178f6e2,22,True,IEEE Access,Computer Science,"JournalArticle, Review","{'volume': '12', 'pages': '159794-159820', 'name': 'IEEE Access'}","N. Rodis, Christos Sardianos, Panagiotis I. Radoglou-Grammatikis, Panos Sarigiannidis, Iraklis Varlamis, G. Papadopoulos","{'ArXiv': '2306.05731', 'DBLP': 'journals/access/RodisSRSVP24', 'DOI': '10.1109/ACCESS.2024.3467062', 'CorpusId': 259129555}",10.1109/ACCESS.2024.3467062,2306.05731,,keyword,review (in title); study (in abstract),ROC
