Unnamed: 0,paper_id,cited_dataset,title,abstract,year,url,citation_count,is_open_access,venue,fields_of_study,publication_types,journal,authors,external_ids,doi,arxiv_id,pubmed_id,evaluation_metrics,inclusion_type,key
15,39d0b0f5b346b24673d15b78561e1982821f845b,CBIS-DDSM,Breast Cancer Classification Using FCN and Beta Wavelet Autoencoder,"In this paper, a new classification approach of breast cancer based on Fully Convolutional Networks (FCNs) and Beta Wavelet Autoencoder (BWAE) is presented. FCN, as a powerful image segmentation model, is used to extract the relevant information from mammography images. It will identify the relevant zones to model while WAE is used to model the extracted information for these zones. In fact, WAE has proven its superiority to the majority of the features extraction approaches. The fusion of these two techniques have improved the feature extraction phase and this by keeping and modeling only the relevant and useful features for the identification and description of breast masses. The experimental results showed the effectiveness of our proposed method which has given very encouraging results in comparison with the states of the art approaches on the same mammographic image base. A precision rate of 94% for benign and 93% for malignant was achieved with a recall rate of 92% for benign and 95% for malignant. For the normal case, we were able to reach a rate of 100%.",2022.0,https://www.semanticscholar.org/paper/39d0b0f5b346b24673d15b78561e1982821f845b,14,True,Computational Intelligence and Neuroscience,Medicine,JournalArticle,"{'volume': '2022', 'name': 'Computational Intelligence and Neuroscience'}","H. Aleisa, Wajdi Touiti, Amel Ali ALHussan, Najib Ben Aoun, R. Ejbali, M. Zaied, Ayesha Saadia","{'PubMedCentral': '9246636', 'DOI': '10.1155/2022/8044887', 'CorpusId': 250012301, 'PubMed': '35785059'}",10.1155/2022/8044887,,35785059.0,"PPR, precision, recall",automatic,Aleisa2022BreastCC
16,de5b7f2d35c42a92bae1df7cd16fb56ddd81c391,"MIAS, INbreast",Classification of Breast Cancer in Mammograms with Deep Learning Adding a Fifth Class,"Breast cancer is one of the diseases of most profound concern, with the most prevalence worldwide, where early detections and diagnoses play the leading role against this disease achieved through imaging techniques such as mammography. Radiologists tend to have a high false positive rate for mammography diagnoses and an accuracy of around 82%. Currently, deep learning (DL) techniques have shown promising results in the early detection of breast cancer by generating computer-aided diagnosis (CAD) systems implementing convolutional neural networks (CNNs). This work focuses on applying, evaluating, and comparing the architectures: AlexNet, GoogLeNet, Resnet50, and Vgg19 to classify breast lesions after using transfer learning with fine-tuning and training the CNN with regions extracted from the MIAS and INbreast databases. We analyzed 14 classifiers, involving 4 classes as several researches have done it before, corresponding to benign and malignant microcalcifications and masses, and as our main contribution, we also added a 5th class for the normal tissue of the mammary parenchyma increasing the correct detection; in order to evaluate the architectures with a statistical analysis based on the received operational characteristics (ROC), the area under the curve (AUC), F1 Score, accuracy, precision, sensitivity, and specificity. We generate the best results with the CNN GoogLeNet trained with five classes on a balanced database with an AUC of 99.29%, F1 Score of 91.92%, the accuracy of 91.92%, precision of 92.15%, sensitivity of 91.70%, and specificity of 97.66%, concluding that GoogLeNet is optimal as a classifier in a CAD system to deal with breast cancer.",2021.0,https://www.semanticscholar.org/paper/de5b7f2d35c42a92bae1df7cd16fb56ddd81c391,13,True,Applied Sciences,,,{'name': 'Applied Sciences'},"Salvador Castro-Tapia, C. L. Castañeda-Miranda, C. Olvera-Olvera, H. A. Guerrero-Osuna, J. Ortiz-Rodríguez, Ma. del Rosario Martínez-Blanco, Germán Díaz-Flórez, J. Mendiola-Santibañez, L. Solís-Sánchez","{'DOI': '10.3390/app112311398', 'CorpusId': 244858159}",10.3390/app112311398,,,"AUC, F1, F1 score, ROC, accuracy, area under the curve, false positive rate, precision, sensitivity, specificity",automatic,CastroTapia2021ClassificationOB
17,5269e5dac2c63932f9793b6ae36909c02bb6c65b,"CBIS-DDSM, INbreast",Connected-UNets: a deep learning architecture for breast mass segmentation,"Breast cancer analysis implies that radiologists inspect mammograms to detect suspicious breast lesions and identify mass tumors. Artificial intelligence techniques offer automatic systems for breast mass segmentation to assist radiologists in their diagnosis. With the rapid development of deep learning and its application to medical imaging challenges, UNet and its variations is one of the state-of-the-art models for medical image segmentation that showed promising performance on mammography. In this paper, we propose an architecture, called Connected-UNets, which connects two UNets using additional modified skip connections. We integrate Atrous Spatial Pyramid Pooling (ASPP) in the two standard UNets to emphasize the contextual information within the encoder–decoder network architecture. We also apply the proposed architecture on the Attention UNet (AUNet) and the Residual UNet (ResUNet). We evaluated the proposed architectures on two publically available datasets, the Curated Breast Imaging Subset of Digital Database for Screening Mammography (CBIS-DDSM) and INbreast, and additionally on a private dataset. Experiments were also conducted using additional synthetic data using the cycle-consistent Generative Adversarial Network (CycleGAN) model between two unpaired datasets to augment and enhance the images. Qualitative and quantitative results show that the proposed architecture can achieve better automatic mass segmentation with a high Dice score of 89.52%, 95.28%, and 95.88% and Intersection over Union (IoU) score of 80.02%, 91.03%, and 92.27%, respectively, on CBIS-DDSM, INbreast, and the private dataset.",2021.0,https://www.semanticscholar.org/paper/5269e5dac2c63932f9793b6ae36909c02bb6c65b,93,True,npj Breast Cancer,Medicine,JournalArticle,"{'volume': '7', 'name': 'NPJ Breast Cancer'}","Asma Baccouche, B. Garcia-Zapirain, Cristian Castillo Olea, Adel Said Elmaghraby","{'PubMedCentral': '8640011', 'DOI': '10.1038/s41523-021-00358-x', 'CorpusId': 244803559, 'PubMed': '34857755'}",10.1038/s41523-021-00358-x,,34857755.0,dice,automatic,Baccouche2021ConnectedUNetsAD
18,b9777d8ba1cbfd7e6e4804f3d41df8490ca99166,CBIS-DDSM,Deep Vision for Breast Cancer Classification and Segmentation,"Simple Summary Breast cancer misdiagnoses increase individual and system stressors as well as costs and result in increased morbidity and mortality. Digital mammography studies are typically about 80% sensitive and 90% specific. Improvement in classification of breast cancer imagery is possible using deep vision methods, and these methods may be further used to identify autonomously regions of interest most closely associated with anomalies to support clinician analysis. This research explores deep vision techniques for improving mammography classification and for identifying associated regions of interest. The findings from this research contribute to the future of automated assistive diagnoses of breast cancer and the isolation of regions of interest. Abstract (1) Background: Female breast cancer diagnoses odds have increased from 11:1 in 1975 to 8:1 today. Mammography false positive rates (FPR) are associated with overdiagnoses and overtreatment, while false negative rates (FNR) increase morbidity and mortality. (2) Methods: Deep vision supervised learning classifies 299 × 299 pixel de-noised mammography images as negative or non-negative using models built on 55,890 pre-processed training images and applied to 15,364 unseen test images. A small image representation from the fitted training model is returned to evaluate the portion of the loss function gradient with respect to the image that maximizes the classification probability. This gradient is then re-mapped back to the original images, highlighting the areas of the original image that are most influential for classification (perhaps masses or boundary areas). (3) Results: initial classification results were 97% accurate, 99% specific, and 83% sensitive. Gradient techniques for unsupervised region of interest mapping identified areas most associated with the classification results clearly on positive mammograms and might be used to support clinician analysis. (4) Conclusions: deep vision techniques hold promise for addressing the overdiagnoses and treatment, underdiagnoses, and automated region of interest identification on mammography.",2021.0,https://www.semanticscholar.org/paper/b9777d8ba1cbfd7e6e4804f3d41df8490ca99166,9,True,Cancers,Medicine,JournalArticle,"{'volume': '13', 'name': 'Cancers'}","Lawrence V. Fulton, A. McLeod, Diane Dolezel, Nathaniel D. Bastian, Christopher P. Fulton","{'PubMedCentral': '8582536', 'DOI': '10.3390/cancers13215384', 'CorpusId': 240181075, 'PubMed': '34771547'}",10.3390/cancers13215384,,34771547.0,"FNR, FPR, ROC, false negative rate, false positive rate, map",automatic,Fulton2021DeepVF
19,dc711987495e48835ccfd5bb598262f7b7c79b2d,"CBIS-DDSM, INbreast",Breast Mass Classification Using Diverse Contextual Information and Convolutional Neural Network,"Masses are one of the early signs of breast cancer, and the survival rate of women suffering from breast cancer can be improved if masses can be correctly identified as benign or malignant. However, their classification is challenging due to the similarity in texture patterns of both types of mass. The existing methods for this problem have low sensitivity and specificity. Based on the hypothesis that diverse contextual information of a mass region forms a strong indicator for discriminating benign and malignant masses and the idea of the ensemble classifier, we introduce a computer-aided system for this problem. The system uses multiple regions of interest (ROIs) encompassing a mass region for modeling diverse contextual information, a single ResNet-50 model (or its density-specific modification) as a backbone for local decisions, and stacking with SVM as a base model to predict the final decision. A data augmentation technique is introduced for fine-tuning the backbone model. The system was thoroughly evaluated on the benchmark CBIS-DDSM dataset using its provided data split protocol, and it achieved a sensitivity of 98.48% and a specificity of 92.31%. Furthermore, it was found that the system gives higher performance if it is trained and tested using the data from a specific breast density BI-RADS class. The system does not need to fine-tune/train multiple CNN models; it introduces diverse contextual information by multiple ROIs. The comparison shows that the method outperforms the state-of-the-art methods for classifying mass regions into benign and malignant. It will help radiologists reduce their burden and enhance their sensitivity in the prediction of malignant masses.",2021.0,https://www.semanticscholar.org/paper/dc711987495e48835ccfd5bb598262f7b7c79b2d,6,True,Biosensors,Medicine,JournalArticle,"{'volume': '11', 'name': 'Biosensors'}","Mariam Busaleh, M. Hussain, Hatim Aboalsamh, Fazal-E- Amin","{'PubMedCentral': '8615673', 'DOI': '10.3390/bios11110419', 'CorpusId': 240098699, 'PubMed': '34821634'}",10.3390/bios11110419,,34821634.0,"sensitivity, specificity",automatic,Busaleh2021BreastMC
20,70d58680b2b472dd62a256a919f590dbe89bc9cc,CBIS-DDSM,Breast Cancer Diagnosis in Two-View Mammography Using End-to-End Trained EfficientNet-Based Convolutional Network,"Some recent studies have described deep convolutional neural networks to diagnose breast cancer in mammograms with similar or even superior performance to that of human experts. One of the best techniques does two transfer learnings: the first uses a model trained on natural images to create a “patch classifier” that categorizes small subimages; the second uses the patch classifier to scan the whole mammogram and create the “single-view whole-image classifier”. We propose to make a third transfer learning to obtain a “two-view classifier” to use the two mammographic views: bilateral craniocaudal and mediolateral oblique. We use EfficientNet as the basis of our model. We “end-to-end” train the entire system using CBIS-DDSM dataset. To ensure statistical robustness, we test our system twice using: (a) 5-fold cross validation; and (b) the original training/test division of the dataset. Our technique reached an AUC of 0.9344 using 5-fold cross validation (accuracy, sensitivity and specificity are 85.13% at the equal error rate point of ROC). Using the original dataset division, our technique achieved an AUC of 0.8483, as far as we know the highest reported AUC for this problem, although the subtle differences in the testing conditions of each work do not allow for an accurate comparison. The inference code and model are available at https://github.com/dpetrini/two-views-classifier",2021.0,https://www.semanticscholar.org/paper/70d58680b2b472dd62a256a919f590dbe89bc9cc,35,True,IEEE Access,"Computer Science, Engineering",JournalArticle,"{'volume': '10', 'pages': '77723-77731', 'name': 'IEEE Access'}","D. Petrini, C. Shimizu, R. A. Roela, G. Valente, M. A. K. Folgueira, Hae Yong Kim","{'DBLP': 'journals/access/PetriniSRVFK22', 'ArXiv': '2110.01606', 'DOI': '10.1109/ACCESS.2022.3193250', 'CorpusId': 238354143}",10.1109/ACCESS.2022.3193250,2110.01606,,"AUC, ROC, accuracy, sensitivity, specificity",automatic,Petrini2021BreastCD
21,2a069288bf4b894eda16bbdbd39ba7e610928797,"CBIS-DDSM, MIAS, BCDR",Double-Shot Transfer Learning for Breast Cancer Classification from X-Ray Images,"Differentiation between benign and malignant breast cancer cases in X-ray images can be difficult due to their similar features. In recent studies, the transfer learning technique has been used to classify benign and malignant breast cancer by fine-tuning various pre-trained networks such as AlexNet, visual geometry group (VGG), GoogLeNet, and residual network (ResNet) on breast cancer datasets. However, these pre-trained networks have been trained on large benchmark datasets such as ImageNet, which do not contain labeled images related to breast cancers which lead to poor performance. In this research, we introduce a novel technique based on the concept of transfer learning, called double-shot transfer learning (DSTL). DSTL is used to improve the overall accuracy and performance of the pre-trained networks for breast cancer classification. DSTL updates the learnable parameters (weights and biases) of any pre-trained network by fine-tuning them on a large dataset that is similar to the target dataset. Then, the updated networks are fine-tuned with the target dataset. Moreover, the number of X-ray images is enlarged by a combination of augmentation methods including different variations of rotation, brightness, flipping, and contrast to reduce overfitting and produce robust results. The proposed approach has demonstrated a significant improvement in classification accuracy and performance of the pre-trained networks, making them more suitable for medical imaging.",2020.0,https://www.semanticscholar.org/paper/2a069288bf4b894eda16bbdbd39ba7e610928797,20,True,Applied Sciences,Computer Science,,{'name': 'Applied Sciences'},"Mohammad Alkhaleefah, Shang-Chih Ma, Yang-Lang Chang, Bormin Huang, P. Chittem, Vishnu Priya Achhannagari","{'MAG': '3035050947', 'DOI': '10.3390/app10113999', 'CorpusId': 225748176}",10.3390/app10113999,,,"PPR, accuracy",automatic,Alkhaleefah2020DoubleShotTL
22,9e186a1b9cf3d46cf992632d448c6d72ffe1a04b,CBIS-DDSM,An Efficient Transfer and Ensemble Learning Based Computer Aided Breast Abnormality Diagnosis System,"Breast cancer is the second most deadly type of cancer globally among women and can be prevented to a great extent in the case of early detection. In order to raise the survival rate, research scientists have conducted several experiments to develop tools to alleviate this problem, including Computer-Aided Diagnosis (CADx) systems. Deep Learning and its important sub-field Convolutional Neural Networks (CNN)s have revolutionized (CADx) development research. While the Curated Breast Imaging Subset of Digital Database for Screening Mammography, or the CBIS-DDSM dataset, has been classified using different pre-trained architectures, few of them have used ensemble learning to provide a more robust and accurate architecture. To the best of our knowledge, we are the first to integrate the application of the state-of-the-art pre-trained model called EfficientNet along with other pre-trained models for the part, and subsequently, the models were concatenated (ensembled). With the application of pre-trained CNN-based models, we are able to address the problem of not having a large dataset. Nevertheless, with the EfficientNet family offering better results with fewer parameters, we obtained significant improvement in accuracy, and later ensemble learning was applied to provide robustness for the network. After performing 10-fold cross-validation, our experiments yielded promising test accuracy results, 96.05% and 85.71% for abnormality type and pathology diagnosis classification, respectively.",2023.0,https://www.semanticscholar.org/paper/9e186a1b9cf3d46cf992632d448c6d72ffe1a04b,11,True,IEEE Access,Computer Science,JournalArticle,"{'volume': '11', 'pages': '21199-21209', 'name': 'IEEE Access'}","Farnoosh Azour, A. Boukerche","{'DBLP': 'journals/access/AzourB23', 'DOI': '10.1109/ACCESS.2022.3192857', 'CorpusId': 251088939}",10.1109/ACCESS.2022.3192857,,,accuracy,automatic,Azour2023AnET
23,ca8a2635b2e2d566fb997e7a22cc026bfce3fd11,"CBIS-DDSM, INbreast",Breast Lesions Detection and Classification via YOLO-Based Fusion Models,": With recent breakthroughs in artificial intelligence, the use of deep learning models achieved remarkable advances in computer vision, ecom-merce, cybersecurity, and healthcare. Particularly, numerous applications provided efficient solutions to assist radiologists for medical imaging analysis. For instance, automatic lesion detection and classification in mammograms is still considered a crucial task that requires more accurate diagnosis and precise analysis of abnormal lesions. In this paper, we propose an end-to-end system, which is based on You-Only-Look-Once (YOLO) model, to simultaneously localize and classify suspicious breast lesions from entire mammograms. The proposed system first preprocesses the raw images, then recognizes abnormal regions as breast lesions and determines their pathology classification as either mass or calcification. We evaluated the model on two publicly available datasets, with 2907 mammograms from the Curated Breast Imaging Sub-set of Digital Database for Screening Mammography (CBIS-DDSM) and 235 mammograms from INbreast database. We also used a privately collected dataset with 487 mammograms. Furthermore, we suggested a fusion models approach to report more precise detection and accurate classification. Our best results reached a detection accuracy rate of 95.7%, 98.1% and 98% for mass lesions and 74.4%, 71.8% and 73.2% for calcification lesions, respectively on CBIS-DDSM, INbreast and the private dataset.",2021.0,https://www.semanticscholar.org/paper/ca8a2635b2e2d566fb997e7a22cc026bfce3fd11,44,True,Computers Materials & Continua,Computer Science,,"{'name': 'Computers, Materials & Continua'}","Asma Baccouche, B. Garcia-Zapirain, Cristian Castillo Olea, Adel Said Elmaghraby","{'MAG': '3170769871', 'DOI': '10.32604/CMC.2021.018461', 'CorpusId': 236670864}",10.32604/CMC.2021.018461,,,"PPR, ROC, accuracy",automatic,Baccouche2021BreastLD
24,98fa9d670a5da508bbc021b130de45c21bd5fb1d,"DDSM, MIAS, INbreast",Comparison of current deep convolutional neural networks for the segmentation of breast masses in mammograms,"Breast cancer causes approximately 684,996 deaths worldwide, making it the leading cause of female cancer mortality. However, these figures can be reduced with early diagnosis through mammographic imaging, allowing for the timely and effective treatment of this disease. To establish the best tools for contributing to the automatic diagnosis of breast cancer, different deep learning (DL) architectures were compared in terms of breast lesion segmentation, lesion type classification, and degree of suspicion of malignancy tests. The tasks were completed with state-of-the-art architectures and backbones. Initially, during segmentation, the base UNet, Visual Geometry Group 19 (VGG19), InceptionResNetV2, EfficientNet, MobileNetv2, ResNet, ResNeXt, MultiResUNet, linkNet-VGG19, DenseNet, SEResNet and SeResNeXt architectures were compared, where “Res” denotes a residual network. In addition, training was performed with 5 of the most advanced loss functions and validated by the Dice coefficient, sensitivity, and specificity. The proposed models achieved Dice values above 90%, with the EfficientNet architecture achieving 94.75% and 99% accuracy on the two tasks. Subsequently, classification was addressed with the ResNet50V2, VGG19, InceptionResNetV2, DenseNet121, InceptionV3, Xception and EfficientNetB7 networks. The proposed models achieved 96.97% and 97.73% accuracy through the VGG19 and ResNet50V2 networks on the lesion classification and degree of suspicion tasks, respectively. All three tasks were addressed with open-access databases, including the Digital Database for Screening Mammography (DDSM), the Mammographic Image Analysis Society (MIAS) database, and INbreast.",2021.0,https://www.semanticscholar.org/paper/98fa9d670a5da508bbc021b130de45c21bd5fb1d,17,True,IEEE Access,Computer Science,JournalArticle,"{'volume': 'PP', 'pages': '1-1', 'name': 'IEEE Access'}","A. Anaya-Isaza, Leonel Mera-Jiménez, J. Cabrera-Chavarro, Lorena Guachi-Guachi, Diego Hernán Peluffo-Ordóñez, Jorge Rios-Patiño","{'DBLP': 'journals/access/Anaya-IsazaMCGP21', 'DOI': '10.1109/ACCESS.2021.3127862', 'CorpusId': 244105722}",10.1109/ACCESS.2021.3127862,,,"PPR, accuracy, dice, sensitivity, specificity",automatic,AnayaIsaza2021ComparisonOC
25,cab13993d8c3ecebe3fc025aed0d7bc5352d4373,"VinDr-Mammo, MIAS",Automatic detection of breast masses using deep learning with YOLO approach,,2023.0,https://www.semanticscholar.org/paper/cab13993d8c3ecebe3fc025aed0d7bc5352d4373,5,False,Health technology,,JournalArticle,"{'volume': '13', 'pages': '915 - 923', 'name': 'Health and Technology'}","Alejandro Ernesto Quiñones-Espín, M. Pérez-Díaz, Rafaela Mayelín Espín-Coto, Deijany Rodriguez-Linares, José Daniel Lopez-Cabrera","{'DOI': '10.1007/s12553-023-00783-x', 'CorpusId': 264176762}",10.1007/s12553-023-00783-x,,,PPR,automatic,QuionesEspn2023AutomaticDO
26,a243904b2ca219aa8b6381c86c3d88642661bba3,"VinDr-Mammo, CMMD, INbreast",Federated Learning Approach for Breast Cancer Detection Based on DCNN,"Breast cancer stands as one of the predominant health challenges globally, affecting millions of women every year and necessitating early and accurate detection to optimize patient outcomes. Currently, while deep convolutional neural networks (DCNNs) have shown promise in breast cancer detection, their application is often hampered by privacy concerns associated with sharing patient data and the limitation of training on small, localized datasets. Addressing these challenges, this manuscript introduces an effective federated learning approach tailored for breast cancer detection, leveraging DCNNs across diverse and large datasets without compromising data privacy. Our experimental findings underscore significant advancements in detection accuracy of 98.9% on three large scale datasets which are VinDr-Mammo, CMMD, and INbreast. Additionally, we tested the proposed federated learning performance, showcasing the potential of our approach as a robust and privacy-preserving solution for future breast cancer diagnostic strategies.",2024.0,https://www.semanticscholar.org/paper/a243904b2ca219aa8b6381c86c3d88642661bba3,8,True,IEEE Access,Computer Science,JournalArticle,"{'volume': '12', 'pages': '40114-40138', 'name': 'IEEE Access'}","Hussain Alsalman, Mabrook S. Al-Rakhami, Taha M. Alfakih, M. M. Hassan","{'DBLP': 'journals/access/AlSalmanAAH24', 'DOI': '10.1109/ACCESS.2024.3374650', 'CorpusId': 268282703}",10.1109/ACCESS.2024.3374650,,,"PPR, accuracy",automatic,Alsalman2024FederatedLA
27,5ed94b8dfaa673ea1d9ebc852c4b2f990bf13220,"DDSM, MIAS",Fine-tuning pre-trained networks with emphasis on image segmentation: A multi-network approach for enhanced breast cancer detection,,2025.0,https://www.semanticscholar.org/paper/5ed94b8dfaa673ea1d9ebc852c4b2f990bf13220,2,False,Engineering applications of artificial intelligence,Computer Science,JournalArticle,"{'volume': '139', 'pages': '109666', 'name': 'Eng. Appl. Artif. Intell.'}","Parviz Ghafariasl, Masoomeh Zeinalnezhad, Shing Chang","{'DBLP': 'journals/eaai/GhafariaslZC25', 'DOI': '10.1016/j.engappai.2024.109666', 'CorpusId': 274160235}",10.1016/j.engappai.2024.109666,,,PPR,automatic,Ghafariasl2025FinetuningPN
28,7865588bc380ad155cc854591bf93cc4d23ac332,"DDSM, INbreast",MSA-GCN: A Multi-information Selection Aggregation Graph Convolutional Network for Breast Tumor Grading,"Physicians typically combine multi-modal data to make a graded diagnosis of breast tumors. However, most existing breast tumor grading methods rely solely on image information, resulting in limited accuracy in grading. This paper proposes a Multi-information Selection Aggregation Graph Convolutional Networks (MSA-GCN) for breast tumor grading. Firstly, to fully utilize phenotypic data reflecting the clinical and pathological characteristics of tumors, an automatic combination screening and weight encoder is proposed for phenotypic data, which can construct a population graph with improved structural information. Then, a graph structure is designed through similarity learning to reflect the correlation between patient image features. Finally, a multi-information selection aggregation mechanism is employed in the graph convolution model to extract the effective features of multi-modal data and enhance the classification performance of the model. The proposed method is evaluated on different clinical datasets from the Digital Database for Screening Mammography (DDSM) and INbreast. The average classification accuracies are 90.74% and 85.35%, respectively, surpassing the performance of existing methods. In conclusion, our method effectively fuses image and non-image information, leading to a significant improvement in the accuracy of breast tumor grading.",2023.0,https://www.semanticscholar.org/paper/7865588bc380ad155cc854591bf93cc4d23ac332,1,True,IEEE journal of biomedical and health informatics,"Medicine, Computer Science",JournalArticle,"{'volume': '27', 'pages': '5994-6005', 'name': 'IEEE Journal of Biomedical and Health Informatics'}","Kang Li, Suya Han, Lei Yang, Zizhao Sun, Zhan Yu, Hongwei Xu, Ling Ma, Jianbo Gao, Huiqin Jiang","{'DBLP': 'journals/titb/LiHYSYXMGJ23', 'DOI': '10.1109/JBHI.2023.3327755', 'CorpusId': 264516871, 'PubMed': '37883253'}",10.1109/JBHI.2023.3327755,,37883253.0,accuracy,automatic,Li2023MSAGCNAM
29,01c89735a11c5bbe7880700aafd46be278b67869,"DDSM, MIAS",Classification of Mammography Images Using Deep-CNN based Feature Ensemble Approach and its Implementation on a Low-Cost Raspberry Pi,.,2023.0,https://www.semanticscholar.org/paper/01c89735a11c5bbe7880700aafd46be278b67869,3,True,International Journal of Computing and Digital Systems,,JournalArticle,{'name': 'International Journal of Computing and Digital Systems'},"Aarti Bokade, Ankit Shah","{'DOI': '10.12785/ijcds/1301117', 'CorpusId': 259070198}",10.12785/ijcds/1301117,,,PPR,automatic,Bokade2023ClassificationOM
30,a733f1174fef908f483e4a4faf1985b70bdb6889,MIAS,Transfer Learning Assisted Classification of Artefacts Removed and Contrast Improved Digital Mammograms,"Mammograms are essential radiological images used to diagnose breast cancer well in advance. However, an accurate diagnosis also depends on the quality of mammogram images. Therefore, removal of artefacts and mammogram enhancement are necessary pre-processing steps. Artefact removal helps exclude unsolicited regions in the mammograms and limits the search for suspicious regions without excessive impact from the background. Mammogram enhancements improve apparent visual details and improve some features of an image. In this paper, we propose a method for mammogram pre-processing. These pre-processed mammograms are then fed into Deep Convolutional Neural Network for the classification process. Two approaches are used and compared to classify mammograms; Training model from scratch and Transfer Learning. Transfer Learning is an excellent approach to dealing with the small-sized training set, allowing us to consume the extendibility of deep learning entirely. By employing VGG16 as a pre-trained network on the pre-processed MIAS dataset, we improved training accuracy (96.14\%) compared to the model developed from scratch and other strategies described in the literature. ",2022.0,https://www.semanticscholar.org/paper/a733f1174fef908f483e4a4faf1985b70bdb6889,4,True,Scalable Computing : Practice and Experience,Computer Science,JournalArticle,"{'volume': '23', 'pages': '115-127', 'name': 'Scalable Comput. Pract. Exp.'}","P. Oza, Paawan Sharma, Samir B. Patel","{'DBLP': 'journals/scpe/OzaSP22a', 'DOI': '10.12694/scpe.v23i3.1992', 'CorpusId': 252928508}",10.12694/scpe.v23i3.1992,,,"PPR, ROC, accuracy",automatic,Oza2022TransferLA
31,3094ce9f2bc6c5577e5d8ca2cb286b37e565ad1a,"DDSM, CBIS-DDSM",High Precision Mammography Lesion Identification From Imprecise Medical Annotations,"Breast cancer screening using Mammography serves as the earliest defense against breast cancer, revealing anomalous tissue years before it can be detected through physical screening. Despite the use of high resolution radiography, the presence of densely overlapping patterns challenges the consistency of human-driven diagnosis and drives interest in leveraging state-of-art localization ability of deep convolutional neural networks (DCNN). The growing availability of digitized clinical archives enables the training of deep segmentation models, but training using the most widely available form of coarse hand-drawn annotations works against learning the precise boundary of cancerous tissue in evaluation, while producing results that are more aligned with the annotations rather than the underlying lesions. The expense of collecting high quality pixel-level data in the field of medical science makes this even more difficult. To surmount this fundamental challenge, we propose LatentCADx, a deep learning segmentation model capable of precisely annotating cancer lesions underlying hand-drawn annotations, which we procedurally obtain using joint classification training and a strict segmentation penalty. We demonstrate the capability of LatentCADx on a publicly available dataset of 2,620 Mammogram case files, where LatentCADx obtains classification ROC of 0.97, AP of 0.87, and segmentation AP of 0.75 (IOU = 0.5), giving comparable or better performance than other models. Qualitative and precision evaluation of LatentCADx annotations on validation samples reveals that LatentCADx increases the specificity of segmentations beyond that of existing models trained on hand-drawn annotations, with pixel level specificity reaching a staggering value of 0.90. It also obtains sharp boundary around lesions unlike other methods, reducing the confused pixels in the output by more than 60%.",2021.0,https://www.semanticscholar.org/paper/3094ce9f2bc6c5577e5d8ca2cb286b37e565ad1a,1,True,Frontiers in Big Data,"Computer Science, Medicine",JournalArticle,"{'volume': '4', 'name': 'Frontiers in Big Data'}","Ulzee An, Ankit Bhardwaj, K. Shameer, L. Subramanian","{'DBLP': 'journals/fdata/AnBSS21', 'PubMedCentral': '8716325', 'DOI': '10.3389/fdata.2021.742779', 'CorpusId': 244841461, 'PubMed': '34977563'}",10.3389/fdata.2021.742779,,34977563.0,"ROC, precision, specificity",automatic,An2021HighPM
32,50bc2a50159d3dca70799bda18b5b20cac4f4539,CBIS-DDSM,Using a Genetic Algorithm to Update Convolutional Neural Networks for Abnormality Classification in Mammography,": The processing of medical imaging studies is a costly and error-prone task. The use of deep learning algorithms for the automated classification of abnormalities can aid radiologists in interpreting medical images. This paper presents a genetic algorithm that is used to fine-tune the internal parameters of convolutional neural networks trained for abnormality classification in mammographic imaging. We used our genetic algorithm to search for the neural network weights representing the global minimum solution for ResNet50 and Xception architectures. The Xception architecture outperformed the ResNet baseline for both tasks, with the Xception baseline model achieving an AUC score of 72%. The genetic algorithm demonstrated a slight proclivity for improving the general metric evaluations of the network that it fine-tuned, but in some cases, it was still prone to miss good regions in the search space.",2023.0,https://www.semanticscholar.org/paper/50bc2a50159d3dca70799bda18b5b20cac4f4539,0,True,International Conference on Pattern Recognition Applications and Methods,Computer Science,JournalArticle,{'pages': '790-797'},"Steven Wessels, Dustin van der Haar","{'DBLP': 'conf/icpram/WesselsH23', 'DOI': '10.5220/0011648500003411', 'CorpusId': 257356089}",10.5220/0011648500003411,,,"AUC, ROC",automatic,Wessels2023UsingAG
33,37c24f349d3d51444c895f939e9b885025fb50fd,CBIS-DDSM,Two-Stage Approach for Semantic Image Segmentation of Breast Cancer: Deep Learning and Mass Detection in Mammographic Images,,2023.0,https://www.semanticscholar.org/paper/37c24f349d3d51444c895f939e9b885025fb50fd,1,False,International Workshop on Informatics & Data-Driven Medicine,Computer Science,JournalArticle,{'pages': '62-76'},"Fayçal Touazi, Djamel Gaceb, Marouane Chirane, Selma Hrzallah","{'DBLP': 'conf/iddm/TouaziGCH23', 'CorpusId': 266874021}",,,,PPR,automatic,Touazi2023TwoStageAF
